number,title,start,end,text,chunk_id,embedding
10,"Video, Audio & Media in HTML",377.88,378.88, What will loop do?,4523,"[-0.05895616  0.00787663 -0.03120232 ... -0.03953006  0.010009
 -0.00988624]"
10,"Video, Audio & Media in HTML",378.88,379.88, It will repeat it.,4524,"[-0.04093479  0.06049849 -0.05068887 ...  0.00900624 -0.00908881
  0.04290296]"
10,"Video, Audio & Media in HTML",379.88,382.88," If I want to loop it, then I have played auto play.",4525,"[-0.03297984  0.01792833 -0.06873822 ... -0.03832943 -0.01757272
  0.01028928]"
10,"Video, Audio & Media in HTML",382.88,383.88, I will loop it.,4526,"[-0.0509384   0.05058584 -0.05468589 ... -0.03425689 -0.01185317
  0.0191236 ]"
10,"Video, Audio & Media in HTML",383.88,384.88, What is Sachin in Sachin?,4527,"[-0.01760814 -0.07156187 -0.02389975 ... -0.01582907  0.02390858
  0.01458735]"
10,"Video, Audio & Media in HTML",384.88,386.88, It is 90 Sachin.,4528,"[-0.02728941 -0.04477639 -0.03651503 ... -0.00923166  0.03461189
  0.02400132]"
10,"Video, Audio & Media in HTML",386.88,387.88, Once.,4529,"[-5.9430426e-05  3.9229646e-02 -4.8675343e-02 ... -9.1167840e-03
 -2.5097740e-02 -2.6867246e-02]"
10,"Video, Audio & Media in HTML",387.88,388.88, What is Sachin in Sachin?,4530,"[-0.01760814 -0.07156187 -0.02389975 ... -0.01582907  0.02390858
  0.01458735]"
10,"Video, Audio & Media in HTML",388.88,389.88, Once.,4531,"[-5.9430426e-05  3.9229646e-02 -4.8675343e-02 ... -9.1167840e-03
 -2.5097740e-02 -2.6867246e-02]"
10,"Video, Audio & Media in HTML",389.88,390.88, So you saw it repeated.,4532,"[-0.02692614  0.04016013 -0.0548583  ... -0.00430546  0.00431193
  0.0609437 ]"
10,"Video, Audio & Media in HTML",390.88,391.88, Means it was saved once.,4533,"[ 0.00857593  0.03359174 -0.05902707 ... -0.00400044 -0.01147016
 -0.00623137]"
10,"Video, Audio & Media in HTML",391.88,393.88, Then it was saved again.,4534,"[-0.00435573  0.0433793  -0.05247736 ...  0.0259443   0.00277222
  0.01670853]"
10,"Video, Audio & Media in HTML",393.88,395.88, Because I had been looping the audio.,4535,"[-0.0321042   0.02913623 -0.06705421 ... -0.04434389 -0.00511002
 -0.00076056]"
10,"Video, Audio & Media in HTML",395.88,396.88, Okay.,4536,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",396.88,397.88, So you saw it.,4537,"[-0.01455178  0.02921671 -0.04892705 ... -0.00495361 -0.02014415
  0.04846995]"
10,"Video, Audio & Media in HTML",397.88,398.88, I looped Sachin.mp3.,4538,"[-0.04489754 -0.02228023 -0.04845511 ... -0.01704176  0.00341401
  0.00979565]"
10,"Video, Audio & Media in HTML",398.88,400.88, Means it was saved once again.,4539,"[-0.00087837  0.0352563  -0.06063177 ...  0.00329998 -0.0100233
  0.0133832 ]"
10,"Video, Audio & Media in HTML",400.88,402.88, Then it was saved again.,4540,"[-0.00435573  0.0433793  -0.05247736 ...  0.0259443   0.00277222
  0.01670853]"
10,"Video, Audio & Media in HTML",402.88,403.88, Okay.,4541,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",403.88,404.88, What is Sachin?,4542,"[-0.02920528 -0.08320033 -0.00243904 ... -0.02040967  0.01921703
  0.00652517]"
10,"Video, Audio & Media in HTML",404.88,405.88, Sachin was repeatedly saying it.,4543,"[-0.01529556 -0.02498016 -0.02394117 ... -0.00914933  0.03736918
  0.01734817]"
10,"Video, Audio & Media in HTML",405.88,408.88, Because this MP3 will play again and again.,4544,"[-0.02551277  0.01217817 -0.0706849  ...  0.03090587 -0.00858824
  0.00916719]"
10,"Video, Audio & Media in HTML",408.88,410.88, So there are many other cases.,4545,"[-0.01216265  0.02560149 -0.05276556 ... -0.00954906  0.02243218
  0.00785107]"
10,"Video, Audio & Media in HTML",410.88,413.88, When you want MP3 to be repeated.,4546,"[-0.03541633  0.01359283 -0.06887808 ...  0.01239733 -0.00649299
  0.02440183]"
10,"Video, Audio & Media in HTML",413.88,414.88, Okay.,4547,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",414.88,417.88," So if you want your MP3 to be repeated, then you can use it.",4548,"[-0.03873646  0.01615083 -0.04940762 ...  0.01479491 -0.00509747
  0.04564313]"
10,"Video, Audio & Media in HTML",417.88,420.88," Now after this, what will mutate?",4549,"[-0.00701472  0.03151033 -0.02959409 ... -0.00659689 -0.02475991
  0.02972583]"
10,"Video, Audio & Media in HTML",420.88,421.88, It will mute the audio.,4550,"[-0.02608197  0.02739699 -0.06233322 ... -0.00534536 -0.01792573
  0.00298138]"
10,"Video, Audio & Media in HTML",421.88,424.88, And definitely you don't want to mute your audio by default.,4551,"[-0.02819732  0.02792631 -0.05767064 ... -0.01820288  0.00156748
  0.01295272]"
10,"Video, Audio & Media in HTML",424.88,425.88, You can mute most of the cases.,4552,"[ 0.00074316  0.02089582 -0.02918363 ... -0.01124859  0.01701947
 -0.00180918]"
10,"Video, Audio & Media in HTML",425.88,430.88, But we sometimes want the audio to be muted.,4553,"[-0.0254592   0.02943851 -0.05442626 ... -0.02576153 -0.00610797
 -0.02395443]"
10,"Video, Audio & Media in HTML",430.88,433.88, And we can say to the user that we have to listen to it and mute it.,4554,"[ 0.00428338  0.05045645 -0.02760448 ... -0.01392734 -0.01048626
 -0.03249605]"
10,"Video, Audio & Media in HTML",433.88,434.88, What is Sachin?,4555,"[-0.02920528 -0.08320033 -0.00243904 ... -0.02040967  0.01921703
  0.00652517]"
10,"Video, Audio & Media in HTML",434.88,436.88, We do this when we have multiple audios.,4556,"[-0.00972753  0.02233474 -0.06061587 ... -0.02471177  0.00184585
 -0.0037812 ]"
10,"Video, Audio & Media in HTML",436.88,438.88, You want to show 5-6 audios at once.,4557,"[ 0.02806822 -0.00627719 -0.05052706 ... -0.00466513 -0.00346966
  0.0044053 ]"
10,"Video, Audio & Media in HTML",438.88,439.88, You can mute them.,4558,"[-0.01130865  0.02613161 -0.03025793 ...  0.00046538 -0.00042412
  0.00215551]"
10,"Video, Audio & Media in HTML",439.88,443.88, The user who wants to play and mute it can see it.,4559,"[ 0.0045607   0.01781199 -0.06099154 ...  0.00373022 -0.01453892
  0.00761779]"
10,"Video, Audio & Media in HTML",443.88,445.88, So you have control over it.,4560,"[-0.01204309  0.01578451 -0.05797128 ...  0.00576312 -0.02880273
  0.00307391]"
10,"Video, Audio & Media in HTML",445.88,447.88, If you want you can use it.,4561,"[-0.01964537  0.03709194 -0.04892788 ... -0.00967673 -0.02844519
  0.04545515]"
10,"Video, Audio & Media in HTML",447.88,448.88, Okay.,4562,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",448.88,450.88, So I hope you understood this.,4563,"[ 0.0013397   0.01272584 -0.05472947 ... -0.00073296 -0.01865899
 -0.01192801]"
10,"Video, Audio & Media in HTML",450.88,452.88, You must have enjoyed it.,4564,"[ 0.00965368  0.02847027 -0.06141407 ... -0.00057139 -0.0589933
  0.06328271]"
10,"Video, Audio & Media in HTML",452.88,453.88, Now preload.,4565,"[-0.01428958  0.01149067 -0.05541544 ...  0.00092746 -0.00398904
  0.00626785]"
10,"Video, Audio & Media in HTML",453.88,455.88, The most confusing attribute.,4566,"[-0.0159923   0.02037149 -0.04821414 ... -0.01495339  0.00048637
  0.00509756]"
10,"Video, Audio & Media in HTML",455.88,458.88, That's why I have explained it in CodeWithRail.com.,4567,"[-0.01986341 -0.00579273 -0.0172185  ...  0.00686128  0.04936799
 -0.00266365]"
10,"Video, Audio & Media in HTML",458.88,461.88, Preload attribute can be the value of it.,4568,"[-0.00324741 -0.00828446 -0.04526769 ... -0.01467167  0.01340642
  0.0208034 ]"
10,"Video, Audio & Media in HTML",461.88,462.88, The first value can be none.,4569,"[ 0.00178467  0.04802741 -0.02522776 ...  0.01056756  0.01049084
 -0.01643933]"
10,"Video, Audio & Media in HTML",462.88,463.88, This is the default value.,4570,"[-0.03006819  0.01017528 -0.07578679 ... -0.00438988  0.02641036
  0.02480577]"
10,"Video, Audio & Media in HTML",463.88,466.88, It indicates that the browser should not preload the audio at all.,4571,"[-0.02844443  0.02099057 -0.09020966 ...  0.0122673   0.00699004
 -0.00461435]"
10,"Video, Audio & Media in HTML",466.88,471.88," Preload means if you want to fetch the browser data first,",4572,"[-0.02431461 -0.01270506 -0.06150741 ...  0.01108608 -0.00488903
 -0.01151606]"
10,"Video, Audio & Media in HTML",471.88,473.88, then you will use preload attribute.,4573,"[-0.02019684 -0.00403394 -0.03451818 ...  0.0056513  -0.00072526
  0.00376465]"
10,"Video, Audio & Media in HTML",473.88,476.88, Otherwise you won't use preload attribute.,4574,"[-0.0205784  -0.00952196 -0.0427321  ... -0.00198718  0.00090561
  0.03338317]"
10,"Video, Audio & Media in HTML",476.88,477.88, Preload is equal to none.,4575,"[-0.00204403 -0.00359066 -0.03355801 ... -0.01685858  0.01192968
  0.02884765]"
10,"Video, Audio & Media in HTML",477.88,478.88, It is the default value.,4576,"[-0.03320545  0.01010064 -0.07884004 ... -0.0112123   0.02054902
  0.02259403]"
10,"Video, Audio & Media in HTML",478.88,480.88, Preload is equal to metadata.,4577,"[-0.01494786 -0.04704668 -0.05013415 ... -0.00034848 -0.00615922
  0.03058059]"
10,"Video, Audio & Media in HTML",480.88,485.88, The browser will preload the audio information.,4578,"[-0.03305557  0.00490819 -0.08932537 ...  0.01565672 -0.00639635
 -0.01478845]"
10,"Video, Audio & Media in HTML",485.88,487.88, It will preload the audio.,4579,"[-0.01427355  0.0098974  -0.08054087 ... -0.0086207   0.00121079
 -0.01312642]"
10,"Video, Audio & Media in HTML",487.88,491.88, It will preload the entire audio.,4580,"[ 0.00022068  0.00559198 -0.07563362 ... -0.00145828 -0.00924916
  0.00740341]"
10,"Video, Audio & Media in HTML",491.88,493.88, Preload is equal to auto.,4581,"[-0.00603383 -0.02565279 -0.05525338 ... -0.0056384  -0.01899292
  0.04081816]"
10,"Video, Audio & Media in HTML",493.88,496.88, It will be downloaded and automatically loaded.,4582,"[-0.01965049  0.01978201 -0.07068433 ...  0.02813824 -0.04092098
  0.00555643]"
10,"Video, Audio & Media in HTML",496.88,499.88," So that when the user plays, the audio is saved.",4583,"[-0.02529391  0.01628701 -0.07541316 ...  0.0097177  -0.01679804
 -0.00754328]"
10,"Video, Audio & Media in HTML",499.88,501.88, Preload attribute works.,4584,"[ 0.00519324 -0.02918502 -0.06161307 ... -0.00691849 -0.00093886
 -0.00029316]"
10,"Video, Audio & Media in HTML",501.88,503.88, It is often asked in interviews.,4585,"[-0.04138153  0.02710037 -0.06340597 ... -0.03455218  0.02824286
 -0.01270893]"
10,"Video, Audio & Media in HTML",503.88,504.88, Preload attribute.,4586,"[-0.01245365 -0.00566304 -0.04680301 ... -0.00402651 -0.00177226
  0.00290192]"
10,"Video, Audio & Media in HTML",504.88,506.88, You should know what preload attribute is.,4587,"[-0.02519303 -0.00525048 -0.05133089 ... -0.01441661  0.01724407
  0.00646261]"
10,"Video, Audio & Media in HTML",506.88,510.88," Before moving on, I want you to share this playlist with your friends.",4588,"[-0.04060621  0.03312733 -0.04951933 ...  0.00524071 -0.01002277
  0.01404145]"
10,"Video, Audio & Media in HTML",510.88,512.88, I am seeing that the interest is declining.,4589,"[-0.03910267  0.0121706  -0.05322205 ... -0.02663071 -0.02848152
  0.01861353]"
10,"Video, Audio & Media in HTML",512.88,514.88, As we are moving forward in the videos.,4590,"[-0.00287204  0.01946938 -0.06318821 ... -0.01428653 -0.01228108
 -0.00904678]"
10,"Video, Audio & Media in HTML",514.88,517.88, I request you to like this video.,4591,"[-0.03046604  0.02618042 -0.0703189  ... -0.00803769 -0.02712888
  0.0192617 ]"
10,"Video, Audio & Media in HTML",517.88,521.88," And as you are doing this repository,",4592,"[-0.02607962  0.03290213 -0.04968744 ...  0.01511503 -0.00771055
  0.05306926]"
10,"Video, Audio & Media in HTML",521.88,523.88, you should also start it.,4593,"[-0.03031912  0.05530273 -0.05270511 ...  0.00581849 -0.02138674
  0.05433582]"
10,"Video, Audio & Media in HTML",523.88,527.88, Your likes and your star will help me in bringing such free courses.,4594,"[-0.03174329 -0.01445317 -0.04519079 ... -0.02120071 -0.01527208
  0.01826182]"
10,"Video, Audio & Media in HTML",527.88,530.88, So this was about audio and video tags.,4595,"[-0.01073845 -0.00342445 -0.05352784 ... -0.00298026  0.03234243
  0.02776463]"
10,"Video, Audio & Media in HTML",530.88,532.88, I have also told you all the attributes.,4596,"[-0.00499287  0.0093824  -0.06929465 ...  0.0001062  -0.02701009
  0.01053436]"
10,"Video, Audio & Media in HTML",532.88,534.88, You should definitely use this.,4597,"[-0.03317267  0.0400992  -0.06166257 ... -0.00670355 -0.01989364
  0.05014831]"
10,"Video, Audio & Media in HTML",534.88,538.88, I will give you all the images so that you can try out this.,4598,"[-0.02928701  0.00875791 -0.05295598 ... -0.03090735 -0.03791132
  0.0136172 ]"
10,"Video, Audio & Media in HTML",538.88,542.88, Many people were asking if we can use the replete.,4599,"[ 0.02182954  0.04971691 -0.03279957 ... -0.06387147 -0.03086742
  0.03222056]"
10,"Video, Audio & Media in HTML",542.88,544.88, I have not used the replete in this course.,4600,"[-0.01449478  0.04230005 -0.04184759 ... -0.01871807 -0.02901238
  0.02967724]"
10,"Video, Audio & Media in HTML",544.88,546.88, But replete.com is an amazing website.,4601,"[-0.00971406  0.01735151 -0.01237172 ... -0.03339876 -0.06282219
  0.00554464]"
10,"Video, Audio & Media in HTML",546.88,549.88," If you want to use it in your phone,",4602,"[-0.03011312  0.01597552 -0.07390349 ...  0.01027102  0.00112626
  0.02150302]"
10,"Video, Audio & Media in HTML",549.88,551.88," HTML, if you want to run it,",4603,"[-0.05434679  0.02638974 -0.03342914 ...  0.05635818  0.03370611
  0.04047524]"
10,"Video, Audio & Media in HTML",551.88,554.88, It is also a replete app for iOS and Android.,4604,"[-0.02928165  0.01493839 -0.03921511 ... -0.01098168 -0.05231249
 -0.00215496]"
10,"Video, Audio & Media in HTML",554.88,555.88, So you can try it out.,4605,"[-0.02148327  0.03968716 -0.03488467 ... -0.01561407 -0.00947852
  0.02467482]"
10,"Video, Audio & Media in HTML",555.88,558.88, Many people are asking how to record in your phone.,4606,"[-0.01592453  0.02118801 -0.0736545  ... -0.05113334  0.01311803
  0.00862193]"
10,"Video, Audio & Media in HTML",558.88,560.88, But I want to use the VS Code.,4607,"[-0.05518026  0.01132217 -0.04838379 ...  0.00756414 -0.01823035
  0.02152188]"
10,"Video, Audio & Media in HTML",560.88,564.88, Most of the people prefer to use it.,4608,"[-0.00617412  0.03200132 -0.08907228 ... -0.00364417 -0.01810339
  0.01813296]"
10,"Video, Audio & Media in HTML",564.88,566.88, So I thought I should make videos in VS Code.,4609,"[-0.02711676  0.00130182 -0.03765114 ... -0.00204497  0.01248358
 -0.00637814]"
10,"Video, Audio & Media in HTML",566.88,569.88, But I personally use the replete.,4610,"[-0.00897989  0.04352959 -0.04803611 ... -0.05539756 -0.06967169
  0.02204498]"
10,"Video, Audio & Media in HTML",569.88,571.88," In fact, videos are also used in replete.",4611,"[ 0.00077345  0.01667932 -0.03805257 ... -0.00242634 -0.04613918
  0.02345346]"
10,"Video, Audio & Media in HTML",571.88,573.88, The next topic is SVG.,4612,"[-0.0384928   0.00890343 -0.03250442 ...  0.01855487  0.02287568
  0.02865756]"
10,"Video, Audio & Media in HTML",573.88,574.88, It is related to media.,4613,"[-0.01616577  0.00607805 -0.05424772 ... -0.02025468 -0.02901921
  0.01180557]"
10,"Video, Audio & Media in HTML",574.88,576.88, SVG is a format.,4614,"[-5.6068145e-02 -6.1647655e-03 -3.6819164e-02 ...  1.9487507e-03
 -9.1083830e-05  3.4057620e-02]"
10,"Video, Audio & Media in HTML",576.88,579.88, So you can create images.,4615,"[-0.02487637  0.00778157 -0.03718946 ... -0.01163046 -0.04067359
 -0.00031927]"
10,"Video, Audio & Media in HTML",579.88,582.88, It is a high graphics vector image.,4616,"[-0.05286837 -0.02717912 -0.06034878 ...  0.00746254 -0.0269669
  0.03105536]"
10,"Video, Audio & Media in HTML",582.88,585.88, You can make circles in it.,4617,"[-0.0191745   0.05261779 -0.04016499 ... -0.00679302  0.01035462
  0.03304287]"
10,"Video, Audio & Media in HTML",585.88,588.88, So SVG is used in the same way.,4618,"[-0.05199367  0.01738089 -0.03723853 ...  0.02694774  0.01556914
  0.04280646]"
10,"Video, Audio & Media in HTML",588.88,590.88, The way it is used.,4619,"[-0.02384568  0.02614966 -0.07932664 ... -0.0161693   0.00327136
 -0.0149011 ]"
10,"Video, Audio & Media in HTML",590.88,592.88, Look at our IMG tab.,4620,"[-0.04145384 -0.01118276 -0.02831936 ... -0.0077532  -0.01823344
 -0.03007178]"
10,"Video, Audio & Media in HTML",592.88,594.88," If I put SVG here,",4621,"[-0.06286462  0.00253212 -0.01073131 ...  0.03924652  0.0013199
  0.01780714]"
10,"Video, Audio & Media in HTML",594.88,595.88, Then this SVG will come here.,4622,"[-0.0512633   0.02517824 -0.02530122 ...  0.05938937  0.00327386
  0.02012932]"
10,"Video, Audio & Media in HTML",595.88,597.88," See, this circle and SVG came here.",4623,"[-0.05224862  0.03227516 -0.02306423 ...  0.03849045  0.01140708
  0.01638479]"
10,"Video, Audio & Media in HTML",597.88,600.88," Video, audio, SVG were these line elements.",4624,"[-0.00937143 -0.00475135 -0.05542045 ...  0.04105497  0.03999485
  0.01490785]"
10,"Video, Audio & Media in HTML",600.88,603.88, So we are getting to see them in the line.,4625,"[-0.01391911  0.00116154 -0.06360082 ...  0.0277492   0.0124317
  0.01057253]"
10,"Video, Audio & Media in HTML",603.88,604.88, You have seen here.,4626,"[-0.00203237  0.02534116 -0.04398242 ...  0.01411807 -0.01229183
  0.03637746]"
10,"Video, Audio & Media in HTML",604.88,606.88, Now what is here?,4627,"[-0.00537489  0.01742296 -0.04615226 ...  0.01638306 -0.00538834
  0.01126979]"
10,"Video, Audio & Media in HTML",606.88,608.88, You can save SVG file separately.,4628,"[-0.04538529 -0.00785777 -0.02070726 ...  0.02955099 -0.04024023
  0.02507322]"
10,"Video, Audio & Media in HTML",608.88,610.88, You can save SVG file separately.,4629,"[-0.04538529 -0.00785777 -0.02070726 ...  0.02955099 -0.04024023
  0.02507322]"
10,"Video, Audio & Media in HTML",610.88,612.88, If I write here that,4630,"[-0.03406072  0.04822355 -0.02190735 ...  0.00198354 -0.0069439
  0.01082029]"
10,"Video, Audio & Media in HTML",612.88,616.88, I am G dot SVG and save SVG content.,4631,"[-0.02585737 -0.01567576  0.01134653 ...  0.00442899 -0.02434866
  0.01426099]"
