number,title,start,end,text
9,Id & Classes in HTML,376.08000000000004,376.52000000000004, Okay?
9,Id & Classes in HTML,376.52000000000004,378.56, One person can't have multiple.
9,Id & Classes in HTML,378.56,380.88, Different people can't have the same.
9,Id & Classes in HTML,380.88,381.92, But the class.
9,Id & Classes in HTML,381.92,384.40000000000003, If I say that you wear a t-shirt.
9,Id & Classes in HTML,384.40000000000003,386.36, Or you can wear a red t-shirt.
9,Id & Classes in HTML,386.36,387.08000000000004, No problem.
9,Id & Classes in HTML,387.08000000000004,388.8, If you go on the road.
9,Id & Classes in HTML,388.8,392.6, And let us say you like mango.
9,Id & Classes in HTML,392.6,393.88, Or you like banana.
9,Id & Classes in HTML,393.88,395.28000000000003, Or you like grapes.
9,Id & Classes in HTML,395.28000000000003,396.28000000000003, You will get multiple people.
9,Id & Classes in HTML,396.28000000000003,397.6, So consider that in banana class.
9,Id & Classes in HTML,397.6,399.40000000000003, Or that is in grapes class.
9,Id & Classes in HTML,399.40000000000003,399.8, Okay?
9,Id & Classes in HTML,399.8,400.88, Mango class.
9,Id & Classes in HTML,400.88,403.04, So we can classify in one class.
9,Id & Classes in HTML,403.04,405.40000000000003, And we can give one class to different elements.
9,Id & Classes in HTML,405.40000000000003,406.8, So I hope you understood this.
9,Id & Classes in HTML,406.8,408.24, Now I will write CSS here.
9,Id & Classes in HTML,408.24,410.8, And don't say that you are not studying CSS.
9,Id & Classes in HTML,410.8,412.04, What am I writing in CSS?
9,Id & Classes in HTML,412.04,412.72," You guys,"
9,Id & Classes in HTML,412.72,413.12," I mean,"
9,Id & Classes in HTML,413.12,415.32, I think I am writing some alien language.
9,Id & Classes in HTML,415.32,415.76, Okay?
9,Id & Classes in HTML,416.56,418.0, In style.
9,Id & Classes in HTML,418.0,420.0, But I am trying to make a point.
9,Id & Classes in HTML,420.0,421.44, I will click here.
9,Id & Classes in HTML,421.44,423.76, And here its preview is looking like this.
9,Id & Classes in HTML,423.76,424.76, First or second.
9,Id & Classes in HTML,424.76,425.92, I will show you one thing.
9,Id & Classes in HTML,425.92,427.4, One is class.
9,Id & Classes in HTML,427.4,429.48, How do we target in CSS?
9,Id & Classes in HTML,429.48,430.48, We will dot.
9,Id & Classes in HTML,430.48,431.8, Dot red means red class.
9,Id & Classes in HTML,431.8,433.64, And hash first div means.
9,Id & Classes in HTML,433.64,434.64, Hash means ID.
9,Id & Classes in HTML,434.64,436.32, Dot means class.
9,Id & Classes in HTML,436.32,437.2, Okay?
9,Id & Classes in HTML,437.2,439.96, If I say that the first div.
9,Id & Classes in HTML,439.96,442.0, Color the background of it red.
9,Id & Classes in HTML,442.0,442.32, Okay?
9,Id & Classes in HTML,442.32,443.88, So if you color the background of first div.
9,Id & Classes in HTML,443.88,445.08, It will be red.
9,Id & Classes in HTML,445.08,445.68, Okay?
9,Id & Classes in HTML,445.68,447.48, These are the selectors in CSS.
9,Id & Classes in HTML,447.48,450.08000000000004, And now I don't want to confuse you.
9,Id & Classes in HTML,450.08000000000004,452.36, And I can comment like this in CSS.
9,Id & Classes in HTML,452.36,452.96000000000004, Okay?
9,Id & Classes in HTML,452.96000000000004,454.56, But we will read all these things.
9,Id & Classes in HTML,454.56,456.16, Now what will I do by dot red?
9,Id & Classes in HTML,456.16,458.16, I will write background color red.
9,Id & Classes in HTML,458.16,461.52000000000004, And what will I do in dot BGL?
9,Id & Classes in HTML,461.52000000000004,463.16, Dot BGL will be my dot.
9,Id & Classes in HTML,463.16,464.40000000000003, I have to put dot.
9,Id & Classes in HTML,464.40000000000003,465.40000000000003, Dot means class.
9,Id & Classes in HTML,465.40000000000003,467.24, It means class BGL.
9,Id & Classes in HTML,467.24,469.48, And I will yellow the background color.
9,Id & Classes in HTML,469.48,470.76," Sorry, I will color it."
9,Id & Classes in HTML,470.76,472.16, I will not color the background color.
9,Id & Classes in HTML,472.16,474.0, Dot red means color is red.
9,Id & Classes in HTML,474.0,475.16," Look, its color is red."
9,Id & Classes in HTML,475.16,476.76, And the background color is yellow.
9,Id & Classes in HTML,476.76,481.03999999999996, So you can use ID and classes in CSS like this.
9,Id & Classes in HTML,481.03999999999996,482.92, I hope you have understood something.
9,Id & Classes in HTML,482.92,485.56, Now one thing that you have to note here is that
9,Id & Classes in HTML,485.56,488.32, the ID and classes are attributes of the element.
9,Id & Classes in HTML,488.32,490.68, This is ID attribute and this is class attribute.
9,Id & Classes in HTML,490.68,492.2, So what are the ID classes?
9,Id & Classes in HTML,492.2,493.15999999999997, Are they elements or not?
9,Id & Classes in HTML,493.15999999999997,494.71999999999997, They are the attributes of elements.
9,Id & Classes in HTML,494.71999999999997,497.0, Now there is one more use of ID.
9,Id & Classes in HTML,497.0,499.15999999999997, I will tell you what is the use of ID.
9,Id & Classes in HTML,499.15999999999997,502.48, If I take you to Wikipedia and write the coding.
9,Id & Classes in HTML,502.48,504.12, So this page of Wikipedia.
9,Id & Classes in HTML,504.12,506.44, I will go to some other page on some other page.
9,Id & Classes in HTML,506.52,509.52, So you can see that when you go to any page on Wikipedia.
9,Id & Classes in HTML,509.52,510.8, So what can you do?
9,Id & Classes in HTML,510.8,513.2, You can take the link of that particular place.
9,Id & Classes in HTML,513.2,514.76, I will show you how it is.
9,Id & Classes in HTML,515.16,516.28, I go to some other page.
9,Id & Classes in HTML,516.28,517.84, I scroll down.
9,Id & Classes in HTML,517.84,521.2, And here I will inspect the ID of this.
9,Id & Classes in HTML,521.2,522.12, This is the ID of this.
9,Id & Classes in HTML,522.12,522.72, Okay.
9,Id & Classes in HTML,522.72,524.32, So I will copy this ID.
9,Id & Classes in HTML,524.32,524.76, Okay.
9,Id & Classes in HTML,524.76,528.56, And if I put here the hashtag and this ID.
9,Id & Classes in HTML,529.04,529.88, Now I will enter.
9,Id & Classes in HTML,529.88,531.24, So it will directly bring me here.
9,Id & Classes in HTML,531.24,532.12, In ICDA 8.
9,Id & Classes in HTML,532.12,534.28, So you see if I put it in incognito.
9,Id & Classes in HTML,534.3199999999999,537.64, It will show me that particular ID by scrolling.
9,Id & Classes in HTML,537.64,539.0, You see it will scroll.
9,Id & Classes in HTML,539.0,540.88, Instead of showing me this.
9,Id & Classes in HTML,540.88,542.1999999999999, It will scroll and show me.
9,Id & Classes in HTML,542.1999999999999,544.16, Because it wants to bring me to this ID.
9,Id & Classes in HTML,544.16,545.52, So it works in linking.
9,Id & Classes in HTML,545.52,546.1999999999999, So that is the ID.
9,Id & Classes in HTML,546.1999999999999,546.36, Okay.
9,Id & Classes in HTML,546.36,547.0, Keep this in mind.
9,Id & Classes in HTML,547.0,548.56, You will know a lot of people.
9,Id & Classes in HTML,548.56,550.0, That you can generate links.
9,Id & Classes in HTML,550.0,552.8, If you write an ID in any of the links.
9,Id & Classes in HTML,552.8,554.1999999999999, When you open that link.
9,Id & Classes in HTML,554.1999999999999,555.88, Then you will see the same ID.
9,Id & Classes in HTML,555.88,557.6, Like it is giving me in this case.
9,Id & Classes in HTML,557.6,560.4399999999999, You can see that as soon as I am entering.
9,Id & Classes in HTML,560.4399999999999,562.0, So maybe I have wronged the ID here.
9,Id & Classes in HTML,562.0,563.0, But you got the point.
9,Id & Classes in HTML,563.0,563.72, You got the point.
9,Id & Classes in HTML,563.72,565.72, So it is 29.29.
9,Id & Classes in HTML,565.72,567.1600000000001, And I will enter it.
9,Id & Classes in HTML,567.1600000000001,568.32, So you see I have come down.
9,Id & Classes in HTML,568.32,569.52, I will open incognito.
9,Id & Classes in HTML,569.52,570.72, Or reload it.
9,Id & Classes in HTML,570.72,571.84, So you see I have come down.
9,Id & Classes in HTML,571.84,573.84, I will scroll it up.
9,Id & Classes in HTML,573.84,576.12, And after that I will open a new tab.
9,Id & Classes in HTML,576.12,578.12, And if I do this.
9,Id & Classes in HTML,578.12,580.12, See I am scrolling and bringing it on the same page.
9,Id & Classes in HTML,580.12,581.52, This ID on which page.
9,Id & Classes in HTML,581.52,583.52, So I hope you have understood the ID and the classes.
9,Id & Classes in HTML,583.52,584.72, From the video's medium.
9,Id & Classes in HTML,584.72,586.2, The ID is like a half card.
9,Id & Classes in HTML,586.2,588.2, Class means that one person's property.
9,Id & Classes in HTML,588.2,589.44, Like he likes red.
9,Id & Classes in HTML,589.44,590.96, Or which class he is in.
9,Id & Classes in HTML,590.96,593.24, You can give multiple classes to one element.
9,Id & Classes in HTML,593.24,594.88, One element can be of red color.
9,Id & Classes in HTML,594.88,596.08, And its background can be yellow.
9,Id & Classes in HTML,596.08,599.08, And the other element can be of red and background yellow.
9,Id & Classes in HTML,599.08,601.08, So red class can be put on multiple elements.
9,Id & Classes in HTML,601.08,603.5600000000001, You can put red class on fake element.
9,Id & Classes in HTML,603.5600000000001,605.5600000000001, And in one element you can put red class.
9,Id & Classes in HTML,605.5600000000001,607.5600000000001, And you can put BG yellow class.
9,Id & Classes in HTML,607.5600000000001,609.0, So I hope you have understood.
9,Id & Classes in HTML,609.0,610.52, So for now this is the end of this video.
9,Id & Classes in HTML,610.52,612.52, I was reading captions and I got laughing.
9,Id & Classes in HTML,612.52,613.52, I was reading captions.
9,Id & Classes in HTML,613.52,615.52, So I told him that the land of the village is my name.
9,Id & Classes in HTML,615.52,617.52, And I heard this thing and laughed 5-10 times.
9,Id & Classes in HTML,617.52,618.52, It was very tasty.
9,Id & Classes in HTML,618.52,620.52, I said to access name your village land.
9,Id & Classes in HTML,620.52,622.52, My name.
9,Id & Classes in HTML,622.52,624.52," So on that, access playlist."
9,Id & Classes in HTML,624.52,626.52, Access GitHub too.
9,Id & Classes in HTML,626.52,628.52, Like the video.
9,Id & Classes in HTML,628.52,630.52, Write the hashtag sigma batch op in the comment section.
9,Id & Classes in HTML,630.52,632.52, Thank you so much for watching this video.
9,Id & Classes in HTML,632.52,634.52, And I will see you next time.
9,Id & Classes in HTML,652.52,653.52, .
10,"Video, Audio & Media in HTML",0.0,5.6000000000000005," In today's video, we will learn how to use audio, video and media elements in HTML."
10,"Video, Audio & Media in HTML",5.6000000000000005,10.52, We have seen in our very first video that we can embed videos in HTML.
10,"Video, Audio & Media in HTML",10.52,13.36, Today I will tell you how to play video auto.
10,"Video, Audio & Media in HTML",13.36,19.84, How to keep muted video and how to enable and disable video controls.
10,"Video, Audio & Media in HTML",19.84,25.48," Along with that, we will also see a lot of audio that can be shown in a page."
10,"Video, Audio & Media in HTML",25.48,32.68, So do like this video and stay tuned because the examples I have used are very dangerous for video tags.
10,"Video, Audio & Media in HTML",32.68,35.24, Let's go to the middle screen. Let's roll the intro.
10,"Video, Audio & Media in HTML",44.24,51.480000000000004," Friends, this time I have made a folder called video 10 and I will not waste your time by opening and opening the code by right-clicking the shift."
10,"Video, Audio & Media in HTML",51.480000000000004,53.8," In fact, I will make an index.html."
10,"Video, Audio & Media in HTML",53.8,56.76, And the topic of today's video is video.
10,"Video, Audio & Media in HTML",56.76,60.959999999999994, How to play video in an HTML file?
